question,context
당뇨병성 족부 질환의 원인은 무엇인가요?,"당뇨병성 족부 질환의 원인: 당뇨병을 앓으면 혈액 순환이 잘되지 않고 감각이 둔해지며, 세균 감염에 대한 저항력이 떨어집니다. 발에 상처가 생겨도 잘 느끼지 못하며, 치유력과 세균에 대한 저항력이 떨어져 가벼운 상처도 급속히 진행하여 궤양이나 괴저 등 심각한 합병증이 발생합니다. 심하면 절단해야 할 수 있습니다.
당뇨병을 앓은 기간이 오래된 사람, 담배를 피우는 사람, 혈당이 잘 조절되지 않는 사람의 경우 당뇨병성 족부 질환이 발생할 위험이 더욱 높습니다. 많은 당뇨발은 사소한 상처에서 비롯되므로, 환자 자신이 조금만 주의를 기울인다면 대부분 예방할 수 있습니다.
① 발톱이 파고 들어가는 상처
② 발톱을 깎다가 생기는 상처
③ 꼭 끼는 신발로 인한 물집, 굳은살
④ 뜨거운 목욕탕에서 생긴 수포"
당뇨병성 족부 질환을 예방하기 위해서는 어떤 주의가 필요한가요?,"당뇨병성 족부 질환의 원인: 당뇨병을 앓으면 혈액 순환이 잘되지 않고 감각이 둔해지며, 세균 감염에 대한 저항력이 떨어집니다. 발에 상처가 생겨도 잘 느끼지 못하며, 치유력과 세균에 대한 저항력이 떨어져 가벼운 상처도 급속히 진행하여 궤양이나 괴저 등 심각한 합병증이 발생합니다. 심하면 절단해야 할 수 있습니다.
당뇨병을 앓은 기간이 오래된 사람, 담배를 피우는 사람, 혈당이 잘 조절되지 않는 사람의 경우 당뇨병성 족부 질환이 발생할 위험이 더욱 높습니다. 많은 당뇨발은 사소한 상처에서 비롯되므로, 환자 자신이 조금만 주의를 기울인다면 대부분 예방할 수 있습니다.
① 발톱이 파고 들어가는 상처
② 발톱을 깎다가 생기는 상처
③ 꼭 끼는 신발로 인한 물집, 굳은살
④ 뜨거운 목욕탕에서 생긴 수포"
당뇨병성 족부 질환의 구체적 증상은 무엇인가요?,"당뇨병성 족부 질환의 구체적 증상: 당뇨병성 족부 질환의 증상으로 가장 먼저 나타나는 증상은 신경 장애로 인한 이상 감각이 많습니다. 초기 증상은 발이 시리고, 저리고, 화끈화끈한 것입니다. 환자 개개인에 따라 다양한 증상을 호소합니다. 이것이 좀 더 진행되면 발에 무언가 붙어 있는 듯한 느낌이나 발을 밟을 때 모래나 구슬 위를 걷는 듯한 느낌 등과 같은 다양한 이상 감각을 호소하게 됩니다. 이러한 이상 감각과 통증으로 인해 불면증에 시달리는 경우가 많습니다.
신경이 완전히 파괴되면 발의 감각이 둔해집니다. 발에 쉽게 상처가 나고, 다치거나 고름이 잡혀도 본인은 아픈지 모릅니다. 상처가 커지고 심해져야 깨닫게 됩니다. 자주 발이 붓습니다. 피부에 땀이 나지 않아 건조해지고 갈라져서 상처가 쉽게 납니다.
운동 신경의 이상으로 인해 발가락의 작은 근육들이 마비되어 망치족이나 갈퀴족 같이 변형되어 신발이 잘 맞지 않게 되기도 하고, 굳은살이나 상처가 잘 생기기도 합니다. 자율 신경에도 이상이 생겨 발에 땀이 잘 안 나고 건조해지기도 합니다. 혈액 순환 장애로 인해 발이 시리거나 차가워지는 증상이 나타나며, 많은 경우 발가락이 갑자기 까맣게 썩습니다."
당뇨병성 족부 질환을 진단하기 위해 어떤 검사가 필요한가요?,"당뇨병성 족부 질환의 진단: 발의 갑작스러운 변화에 항상 주의를 기울여야 합니다. 발의 색이 붉거나 검게 변하거나, 수포, 궤양 등 사소한 변화가 생기면 병원을 찾는 것이 좋습니다. 당뇨병성 족부 질환을 정확하게 평가하기 위해서는 핀 테스트, 소리굽쇠 테스트 등의 감각 검사와 방사선 검사, 뼈 스캔 및 혈류를 평가하기 위한 피부 산소포화도 검사, 초음파 혈류 검사, 혈관 조영술 등이 필요할 수 있습니다."
당뇨병성 족부 질환의 진단 시 발의 어떤 변화에 주의해야 하나요?,"당뇨병성 족부 질환의 진단: 발의 갑작스러운 변화에 항상 주의를 기울여야 합니다. 발의 색이 붉거나 검게 변하거나, 수포, 궤양 등 사소한 변화가 생기면 병원을 찾는 것이 좋습니다. 당뇨병성 족부 질환을 정확하게 평가하기 위해서는 핀 테스트, 소리굽쇠 테스트 등의 감각 검사와 방사선 검사, 뼈 스캔 및 혈류를 평가하기 위한 피부 산소포화도 검사, 초음파 혈류 검사, 혈관 조영술 등이 필요할 수 있습니다."
당뇨병성 족부 질환의 치료는 어떤 방법으로 나누어지나요?,"당뇨병성 족부 질환의 치료: 당뇨병성 족부 질환의 치료는 크게 보존적 치료와 수술 치료로 나뉩니다. 보존적 치료는 드레싱을 하여 육아 조직 및 혈관의 생성을 돕는 것입니다. 필요하다면, 혈관 확장제, 조직의 재생을 돕는 상피세포 성장 인자(EGF), 고압산소 치료 등을 이용하여 상처의 치유 과정을 촉진하기도 합니다. 

 

수술 치료로는 감염되어 죽은 조직을 수술로 제거하여, 건강한 조직으로부터 상처가 치유되도록 하는 변연 절제술이 있습니다. 또한 크고 깊은 상처 조직을 다른 부위의 살로 덮어 주는 재건 수술(피부 이식술, 국소 피판술, 유리 피판술)이 있습니다. 예전 같으면 심하게 괴사한 당뇨발을 절단했어야 하지만, 최근에는 혈관 상태에 따라 성공적으로 재건할 수 있는 경우가 있습니다. 따라서 조기에 전문의의 진료를 받는 것이 중요합니다."
당뇨병성 족부 질환의 치료에서 수술 치료에는 어떤 방법들이 사용되나요?,"당뇨병성 족부 질환의 치료: 당뇨병성 족부 질환의 치료는 크게 보존적 치료와 수술 치료로 나뉩니다. 보존적 치료는 드레싱을 하여 육아 조직 및 혈관의 생성을 돕는 것입니다. 필요하다면, 혈관 확장제, 조직의 재생을 돕는 상피세포 성장 인자(EGF), 고압산소 치료 등을 이용하여 상처의 치유 과정을 촉진하기도 합니다. 

 

수술 치료로는 감염되어 죽은 조직을 수술로 제거하여, 건강한 조직으로부터 상처가 치유되도록 하는 변연 절제술이 있습니다. 또한 크고 깊은 상처 조직을 다른 부위의 살로 덮어 주는 재건 수술(피부 이식술, 국소 피판술, 유리 피판술)이 있습니다. 예전 같으면 심하게 괴사한 당뇨발을 절단했어야 하지만, 최근에는 혈관 상태에 따라 성공적으로 재건할 수 있는 경우가 있습니다. 따라서 조기에 전문의의 진료를 받는 것이 중요합니다."
당뇨병성 족부 질환의 경과는 어떻게 진행되나요?,당뇨병성 족부 질환의 경과: 당뇨 환자의 발은 가벼운 상처도 궤양이나 괴저 등의 심각한 합병증으로 급속히 진행할 수 있습니다. 또한 발 근육이 약해지면서 모양이 바뀌고 발뼈가 부서지기도 합니다. 혈액 순환이 나빠지면서 특별한 원인 없이 발가락이 까맣게 썩을 수도 있습니다. 이를 방치하면 심각한 합병증이 발생하고 절단에 이를 수도 있습니다.
"발가락이 까맣게 썩는 경우, 이는 어떤 원인으로 발생하나요?",당뇨병성 족부 질환의 경과: 당뇨 환자의 발은 가벼운 상처도 궤양이나 괴저 등의 심각한 합병증으로 급속히 진행할 수 있습니다. 또한 발 근육이 약해지면서 모양이 바뀌고 발뼈가 부서지기도 합니다. 혈액 순환이 나빠지면서 특별한 원인 없이 발가락이 까맣게 썩을 수도 있습니다. 이를 방치하면 심각한 합병증이 발생하고 절단에 이를 수도 있습니다.
당뇨병성 족부 질환을 예방하기 위해 매일 발을 관찰하는 이유는 무엇인가요?,"당뇨병성 족부 질환의 주의사항: 당뇨병성 족부 질환을 예방하기 위한 방법은 다음과 같습니다. 
① 혈당 돌보기
- 혈당을 유지할 수 있는 건강한 생활습관을 가지세요.
② 매일 발 관찰하기
- 매일 발과 발톱의 상태, 상처, 피부의 색깔을 관찰하세요.
- 허리나 시력의 문제로 발을 관찰하기 어려우면 거울을 사용하거나 가족에게 도움을 요청하세요.
③ 매일 발 씻기
- 발을 뜨겁지 않고 따뜻한 물로 씻으세요.
- 목욕이나 샤워를 하기 전에는 물이 너무 뜨겁지 않은지 온도계나 팔꿈치로 확인하세요.
- 발을 잘 말리고 발가락 사이가 젖어 있지 않도록 주의하세요.
④ 피부를 부드럽고 매끈하게 유지하기
- 발등과 발바닥에는 보습제를 바르고, 발가락 사이에는 바르지 마세요.
⑤ 발톱 손질하기
- 발을 씻고 말린 후, 발톱을 손톱깎이를 이용해 일자로 다듬으세요. 만일 발톱이 두꺼워지거나 노랗게 되면 잘라내지 말고 전문가에게 맡기세요.
⑥ 언제나 신발과 양말 신기
- 실내에서도 물건을 밟아 발을 다칠 수 있기 때문에 맨발로 다니지 마세요.
- 신발을 신을 때는 울퉁불퉁한 부위나 이음새가 없는 양말 및 스타킹을 신어서 물집이 생기지 않도록 하세요. 욕창으로 진전되지 않도록 하세요.
- 신발과 양말을 선택할 때는 발에 습기가 차지 않는 재료인지, 충격과 미끄러짐을 방지할 수 있게 만들어졌는지 확인하세요.
- 신발을 신기 전에 신발 속이 매끈한지, 자갈돌과 같은 도돌도돌한 이물질이 없는지 항상 확인하세요.
- 발에 변형이 있다면 당뇨 환자용 신발을 맞추어 신는 것이 좋습니다.
- 안감을 댄 부츠는 겨울철에 발을 따뜻하게 유지하기에 좋습니다.
⑦ 뜨겁거나 찬 것으로부터 발을 보호하기
- 바닷가나 뜨거운 포장도로에서는 항상 신발을 신으세요.
- 라디에이터나 난방기로부터 발을 멀리하세요.
- 뜨거운 물이 들어있는 병이나 열이 나는 패드를 사용하지 마세요.
- 추운 날에는 동상을 피하기 위해 발을 따뜻하게 유지하세요.
- 발이 시리다면 잠잘 때 양말을 신으세요.
⑧ 혈액 순환에 신경 쓰기
- 의자에 오래 앉아 있을 때는 발을 올려놓고, 수시로 발가락을 움직이세요.
- 발목을 위아래 좌우로 움직여 발과 다리에 혈액 순환이 잘 되도록 하세요.
- 오랫동안 다리를 꼬고 있지 마세요.
- 혈액 순환에 장애를 줄 수 있으므로 조이는 양말이나 탄력 스타킹, 다리를 조이는 가터(대님)를 피하세요.
- 담배를 피우지 마세요.
- 혈압이 높거나 콜레스테롤이 높다면 전문의와 상의하세요.
⑨ 적극적으로 운동하기
- 의사와 함께 올바른 운동 프로그램을 계획하세요.
- 적당한 운동은 좋지만, 지나치게 오래 걷기나 격하게 달리는 등 발에 무리가 되는 운동은 피하세요.
- 운동을 할 때 언제나 준비운동과 정리운동을 하세요.
- 발에 잘 맞는 보행 신발이나 운동화를 신으세요.
⑩ 의사와 관계 유지하기
- 적어도 1년에 한 번은 전문의에게 발을 검사받으세요. 심각한 문제가 있다면 즉시 알려줄 것입니다."
당뇨병성 족부 질환을 예방하기 위해 발을 씻을 때 주의해야 할 점은 무엇인가요?,"당뇨병성 족부 질환의 주의사항: 당뇨병성 족부 질환을 예방하기 위한 방법은 다음과 같습니다. 
① 혈당 돌보기
- 혈당을 유지할 수 있는 건강한 생활습관을 가지세요.
② 매일 발 관찰하기
- 매일 발과 발톱의 상태, 상처, 피부의 색깔을 관찰하세요.
- 허리나 시력의 문제로 발을 관찰하기 어려우면 거울을 사용하거나 가족에게 도움을 요청하세요.
③ 매일 발 씻기
- 발을 뜨겁지 않고 따뜻한 물로 씻으세요.
- 목욕이나 샤워를 하기 전에는 물이 너무 뜨겁지 않은지 온도계나 팔꿈치로 확인하세요.
- 발을 잘 말리고 발가락 사이가 젖어 있지 않도록 주의하세요.
④ 피부를 부드럽고 매끈하게 유지하기
- 발등과 발바닥에는 보습제를 바르고, 발가락 사이에는 바르지 마세요.
⑤ 발톱 손질하기
- 발을 씻고 말린 후, 발톱을 손톱깎이를 이용해 일자로 다듬으세요. 만일 발톱이 두꺼워지거나 노랗게 되면 잘라내지 말고 전문가에게 맡기세요.
⑥ 언제나 신발과 양말 신기
- 실내에서도 물건을 밟아 발을 다칠 수 있기 때문에 맨발로 다니지 마세요.
- 신발을 신을 때는 울퉁불퉁한 부위나 이음새가 없는 양말 및 스타킹을 신어서 물집이 생기지 않도록 하세요. 욕창으로 진전되지 않도록 하세요.
- 신발과 양말을 선택할 때는 발에 습기가 차지 않는 재료인지, 충격과 미끄러짐을 방지할 수 있게 만들어졌는지 확인하세요.
- 신발을 신기 전에 신발 속이 매끈한지, 자갈돌과 같은 도돌도돌한 이물질이 없는지 항상 확인하세요.
- 발에 변형이 있다면 당뇨 환자용 신발을 맞추어 신는 것이 좋습니다.
- 안감을 댄 부츠는 겨울철에 발을 따뜻하게 유지하기에 좋습니다.
⑦ 뜨겁거나 찬 것으로부터 발을 보호하기
- 바닷가나 뜨거운 포장도로에서는 항상 신발을 신으세요.
- 라디에이터나 난방기로부터 발을 멀리하세요.
- 뜨거운 물이 들어있는 병이나 열이 나는 패드를 사용하지 마세요.
- 추운 날에는 동상을 피하기 위해 발을 따뜻하게 유지하세요.
- 발이 시리다면 잠잘 때 양말을 신으세요.
⑧ 혈액 순환에 신경 쓰기
- 의자에 오래 앉아 있을 때는 발을 올려놓고, 수시로 발가락을 움직이세요.
- 발목을 위아래 좌우로 움직여 발과 다리에 혈액 순환이 잘 되도록 하세요.
- 오랫동안 다리를 꼬고 있지 마세요.
- 혈액 순환에 장애를 줄 수 있으므로 조이는 양말이나 탄력 스타킹, 다리를 조이는 가터(대님)를 피하세요.
- 담배를 피우지 마세요.
- 혈압이 높거나 콜레스테롤이 높다면 전문의와 상의하세요.
⑨ 적극적으로 운동하기
- 의사와 함께 올바른 운동 프로그램을 계획하세요.
- 적당한 운동은 좋지만, 지나치게 오래 걷기나 격하게 달리는 등 발에 무리가 되는 운동은 피하세요.
- 운동을 할 때 언제나 준비운동과 정리운동을 하세요.
- 발에 잘 맞는 보행 신발이나 운동화를 신으세요.
⑩ 의사와 관계 유지하기
- 적어도 1년에 한 번은 전문의에게 발을 검사받으세요. 심각한 문제가 있다면 즉시 알려줄 것입니다."
